City,geom,Incoming,Outgoing,Risk,id
Badger,0101000020E61000004DF9D6B85D0158C090AE729F6C634840,0,0,6.656627705585628e-05,184
Deer Creek,0101000020E6100000B0B9B17397D457C0C9DE889409324740,0,0,0.0002527595750776993,185
Chaska,0101000020E6100000D4B978FAFD6657C05D5131B079684640,18,27,0.002130470397906386,186
Hutchinson,0101000020E6100000645E103E239857C069B4F9295B714640,0,0,0.0004346677734860323,187
Blaine,0101000020E61000001C558A25664C57C0B2FAF95A8C8F4640,96,102,0.01093896539325856,188
Blaine,0101000020E61000005DD2D7C24C4D57C0E14E2A1DBD954640,96,102,0.01093896539325856,189
Buffalo Lake,0101000020E6100000BC1914B379A757C0455315144D5E4640,2,1,0.0004435098569746754,190
Montgomery,0101000020E61000003336ABC6176557C04ED5B4E1FE384640,3,5,0.0006165738902057065,191
Sauk Centre,0101000020E610000067CA95D2F8BC57C002DA56094DDE4640,0,0,0.00045437496610839056,192
Cook,0101000020E6100000A3450905142C57C0981AF845B3EB4740,0,0,4.9517977729809645e-05,193
Spring Lake Park,0101000020E6100000E9AF8A5FB84F57C00426772ADE8E4640,111,117,0.012298385138578713,194
Spring Lake Park,0101000020E6100000CF76EFFA714E57C06B1C602E7F8E4640,111,117,0.012298385138578713,195
Plummer,0101000020E610000006C75C47A80258C092CC87B223F54740,0,0,0.00015646723874267228,196
Corcoran,0101000020E6100000DEB5BD9D5A6557C066EB433EF18D4640,22,18,0.0021144263811026854,197
Saint Cloud,0101000020E6100000DAAF8471138C57C07033F8A0A7C34640,0,0,0.002262620198840994,198
Saint Cloud,0101000020E61000007DD6BD2F5E8757C088103DB7D6C84640,0,0,0.002262620198840994,199
Saint Cloud,0101000020E6100000D89294D2938657C0E1AFD8A4C4C54640,0,0,0.002262620198840994,200
Kasota,0101000020E6100000F9E82CF5FA7D57C05FDE02F64D254640,7,10,0.001270526437906296,201
Rockville,0101000020E6100000259459C89A9457C0107821DA8DBB4640,0,0,0.0005042583735835432,202
Jordan,0101000020E6100000A17D2FE5BE6857C08DFF8A2DFE544640,3,4,0.0007925474618357751,203
Brandon,0101000020E61000001F310A7A0BE657C00785B574B0FB4640,0,0,0.0004239184442859125,204
Buckman,0101000020E6100000399ECBFA038657C0127B598FDCF24640,0,0,0.00038449871740113957,205
Stewartville,0101000020E61000006DBC1520591F57C042F8CC0B29EE4540,0,0,0.0003627629727057916,206
Red Lake Falls,0101000020E610000026A1FD39721158C0B8F8099224F14740,0,0,0.00015050810981079855,207
Lastrup,0101000020E61000009DBABF670F8457C0DE711685F5044740,0,0,0.0003635464702153829,208
De Graff,0101000020E6100000264A70CBFCDD57C0EBC0EA3541A14640,0,0,0.0004089690976458374,209
Marshall,0101000020E610000013011B1E88F257C098598E607D394640,0,0,0.0004701162035630638,210
Akeley,0101000020E610000059EE5D8997AE57C0259AE47013804740,0,0,0.00013441185201159276,211
Hoffman,0101000020E6100000898DFFE671F257C0ABA5285F97EA4640,0,0,0.0003156311310022668,212
Brewster,0101000020E61000000B6D790DBCDD57C0CF7AA9343ED94540,0,0,0.00024770170842612805,213
Lake Crystal,0101000020E610000084DA55C5FF8D57C0B96FF407830D4640,3,5,0.0004461147012207242,214
Oslo,0101000020E6100000406F3225704858C056976A4400194840,0,0,0.000118780220758054,215
Utica,0101000020E61000008F672631C5FC56C08CE7FD4214FD4540,1,0,0.0004914336670096932,216
Gully,0101000020E61000005CDF11F4DCE757C0F982A6255CE24740,0,0,0.0003260035491603446,217
Morton,0101000020E6100000DC50E5B308BF57C0FEDA92E5D4464640,0,0,0.0006088545863990794,218
Clitherall,0101000020E61000004BF3C14062E857C090B4B5321E234740,0,0,0.0003990244308101295,219
Henriette,0101000020E6100000EA68D93DA84757C040DB724A86EF4640,1,0,0.0004910816141652632,220
Holt,0101000020E61000004906872B720C58C06DB9B1637F254840,0,0,0.00015433152048987915,221
Wabasso,0101000020E6100000C5BDB7BD58D057C0B0DCF3B585334640,0,0,0.0005373313156111457,222
Grove City,0101000020E6100000E06F6644A4AB57C0EB0D7F0317934640,0,0,0.00042936871736807625,223
Menahga,0101000020E6100000FB65F3007AC657C082C44717A25F4740,0,0,0.00014627010809821118,224
Freeborn,0101000020E61000006F5D6E7D1E6457C00A327ADC0EE24540,0,0,0.0005747549476069603,225
Dalton,0101000020E610000038CA8CDD97FA57C09195307342164740,0,0,0.0002748747552458072,226
Heron Lake,0101000020E6100000A8C6C7FF78D457C097289F1226E64540,0,0,0.00042337014440369685,227
International Falls,0101000020E6100000735903651C5A57C0BE4E7C353F4B4840,0,0,0.0002561322434833647,228
Dassel,0101000020E61000002CE001F7289457C0EEA93F109B8A4640,0,0,0.00046361295878502096,229
Clearwater,0101000020E6100000D9807BD5E18257C01CD4254B57B44640,2,0,0.0005532157433841184,230
Kilkenny,0101000020E610000091EE77F2BD6457C0AC7743964F284640,2,2,0.0005057132492781442,231
Fifty Lakes,0101000020E6100000DBE35EA5BF8557C0CC28C0C27B614740,0,0,0.0004219763421604783,232
Red Wing,0101000020E610000052DB2C01A22657C0B2ABD08B724A4640,2,0,0.0002975267836504886,233
Ada,0101000020E61000004A9F31F70D2158C012536C1241A64740,0,0,0.00020293686213448912,234
Murdock,0101000020E610000072C33D0D36D957C0C541EF67989C4640,0,0,0.0005008081181848204,235
Granite Falls,0101000020E61000002B6E7C9A50E357C0C3EAD0B5DD674640,0,0,0.0008328723863381029,236
Granite Falls,0101000020E61000004EE1DC6A83E157C06A640A87B2674640,0,0,0.0008328723863381029,237
Zumbro Falls,0101000020E6100000C389BC44491B57C08CBA020172244640,1,1,0.0005813242231154643,238
Rush City,0101000020E61000008AFD6EDAC93D57C02E6C3DB7FFD74640,1,0,0.0003554987483579664,239
Afton,0101000020E6100000A3E0438C513457C047F84D4BBC734640,20,27,0.001895687082666963,240
Baudette,0101000020E610000082243E24F0A557C033C5E76E085B4840,0,0,1.574147821959154e-05,241
Waldorf,0101000020E6100000159FA8C8A46C57C0DC4FFE6A71F74540,4,4,0.00044993159497401893,242
Peterson,0101000020E61000001ABC176754F556C07A0C0E4FB7E44540,0,0,0.0008483508671974084,243
Ormsby,0101000020E61000008082DEA29CAC57C0F88FCDBA70EC4540,0,0,0.0013914529421131733,244
Ormsby,0101000020E61000006C0397BDBFAC57C049F6F5E501ED4540,0,0,0.0013914529421131733,245
Brownsdale,0101000020E6100000F3570D9B973757C046742454C4DE4540,1,0,0.0005038936619789907,246
Courtland,0101000020E610000074C195162C9657C081EA3CE78F224640,2,1,0.0003694755759176785,247
Darwin,0101000020E6100000C9E3333E789A57C00E5C6EBE638C4640,0,0,0.0004297652942797057,248
Mizpah,0101000020E61000005B1EF91FA48D57C08E71E708DEF54740,0,0,0.00011644825897815719,249
Spicer,0101000020E6100000A7FABF2E31BC57C051E01365C89D4640,0,0,0.00046207962246900674,250
Northrop,0101000020E61000004BBE28FCE99B57C00290380835DE4540,1,3,0.0004895892042161018,251
Millerville,0101000020E6100000C4FD04569AE357C0F40424AFDA084740,0,0,0.00035494659140021594,252
Perley,0101000020E610000093CF11A14B3358C0A8B8445D8A964740,0,0,0.00020803781367222747,253
Hibbing,0101000020E61000000F429327B53C57C07368F036F0B24740,0,0,0.00017672252380056003,254
Wyoming,0101000020E6100000EB6C2348833E57C0A8DF2BA611AB4640,8,7,0.0011848894812265644,255
Minnesota Lake,0101000020E6100000ECCC593F457557C076C6E7E8B8EC4540,4,3,0.0008793769915520864,256
Minnesota Lake,0101000020E6100000A2C40FE7F97457C00840AE7F96EB4540,4,3,0.0008793769915520864,257
Spring Hill,0101000020E6100000F99BF8083BB557C04B0267FDFAC24640,0,0,0.0005319769664777547,258
Taunton,0101000020E6100000DEAFA1B0070458C0C0733E6D104C4640,0,0,0.00040822964953719174,259
Quamba,0101000020E6100000494DBB19384B57C0C8D2164A30F54640,2,1,0.00043317785551788286,260
Currie,0101000020E61000005FF9B97AACEA57C073627E6C02094640,0,0,0.0003321661078363598,261
Mahtomedi,0101000020E61000007FFF85B0D23D57C0193012B2EC874640,185,182,0.01942829762463438,262
Apple Valley,0101000020E6100000724D1174D84C57C078AF5BD5745F4640,17,23,0.0018458354267270674,263
Saint Paul,0101000020E6100000AE489E6EA74657C0133CC17C51794640,86,36,0.007621753658764423,264
Cottonwood,0101000020E6100000E2C5DFEC3CEB57C026F39954724E4640,0,0,0.0004309174091488888,265
North Branch,0101000020E61000004F8CE752633D57C0FFA2F3B677C14640,4,6,0.00037836115573696474,266
Nevis,0101000020E6100000E9527E4BE9B557C089A97239797B4740,0,0,0.0001221134145966218,267
Isanti,0101000020E6100000F8BBF4406B4F57C0EA222A4B08BF4640,3,12,0.0006028411319675528,268
Zimmerman,0101000020E6100000D282A5CE4A6657C033B1693679B84640,4,6,0.0005596169284695557,269
Saint Peter,0101000020E61000005C32ACF1D57D57C04FDA10E1382A4640,8,6,0.0011366087895619634,270
Victoria,0101000020E610000027FE3D23226A57C068517238636E4640,18,26,0.0023574696421711323,271
Montrose,0101000020E610000072BC8779E77A57C06545361690884640,10,10,0.001278253605101131,272
Mankato,0101000020E610000074E7B8C0737E57C04B36AE48D4154640,71,82,0.007848116949912545,273
Mankato,0101000020E61000002666C9C75C7B57C082F317A9CB1E4640,71,82,0.007848116949912545,274
Mankato,0101000020E61000009C081C070E8157C03D80D31E1B194640,71,82,0.007848116949912545,275
Stillwater,0101000020E610000089B3C8FB353557C0D304BC8B50874640,26,22,0.002464865918303629,276
Skyline,0101000020E6100000378E117B2D8257C002C90459FE114640,15,12,0.0014501823589497217,277
Hastings,0101000020E610000046E88AE1A83657C0AAC6C7FA975D4640,15,9,0.0016764115521143957,278
Hastings,0101000020E6100000586C3F7C9C3657C01573857062604640,15,9,0.0016764115521143957,279
Owatonna,0101000020E6100000EC6F95E5C64E57C004ADAB45AF0B4640,1,0,0.0004447877226059379,280
Marble,0101000020E61000000F3B6819D55257C061623DACF4A94740,0,0,0.0009512846198312183,281
Floodwood,0101000020E6100000595E058EB33A57C0A917523952754740,0,0,8.92721684928969e-05,282
Detroit Lakes,0101000020E61000006B36A79C35F657C01B0A620B50674740,0,0,0.00019577680276329574,283
Waverly,0101000020E6100000700F148FED7D57C038A7E0014B884640,9,9,0.0012313282845243154,284
Taylors Falls,0101000020E61000001A3817FB852A57C079CF40CBB9B44640,1,5,0.00030329126560331107,285
Sauk Rapids,0101000020E610000064E0B474D48957C043843A7080CC4640,0,0,0.0015600553039479643,286
Thief River Falls,0101000020E6100000841A6078630B58C00E733FC9350E4840,0,0,0.00017989068704518175,287
Swanville,0101000020E61000003C9E11FC4DA957C00B68950D5AF44640,0,0,0.0011134853965213205,288
Swanville,0101000020E6100000419FE810D7A857C002BAAEA256F54640,0,0,0.0011134853965213205,289
Bertha,0101000020E6100000706E0020F4C357C0D354595730224740,0,0,0.00032818179970674086,290
Grey Eagle,0101000020E61000005C90C8A9F1AF57C092DF063E82E94640,0,0,0.0005357802905525792,291
Rushford,0101000020E6100000995432173AF056C079A4780216E84540,0,0,0.0009958464693356577,292
Vining,0101000020E6100000EEA18AA03DE257C067B7C50A85214740,0,0,0.0003016899805366649,293
Ottertail,0101000020E610000007E1D01F15E457C085ACF73A9C364740,0,0,0.00025171815691865624,294
Lake City,0101000020E6100000F6E433DE801257C0995676127F3B4640,0,0,0.0004613120056108932,295
Lake City,0101000020E610000047E1FEE9C11157C06C6E39DD6C384640,0,0,0.0004613120056108932,296
Crystal,0101000020E61000006A47ECCA085757C01FC64C65D3844640,87,66,0.007378062598973388,297
Lake Wilson,0101000020E6100000DB51BF131DFD57C0910C7E946CFF4540,0,0,0.000394990546366268,298
Hill City,0101000020E61000002AC92952356657C07D32A000B37D4740,0,0,9.372743569935743e-05,299
Hallock,0101000020E610000025A8590E523C58C0D743A65BFB624840,0,0,0.0001535041024920871,300
Sedan,0101000020E6100000B1F113EFB0CF57C0415DBC2401CA4640,0,0,0.0003288656610136115,301
Olivia,0101000020E610000062140D4FD1BF57C0FF12013474634640,1,1,0.0004810790903819505,302
Bethel,0101000020E6100000D117AD23595157C0C5320EE27EB34640,10,10,0.0012412340234090383,303
Wrenshall,0101000020E61000001C17D214951857C0B60EF3A7924F4740,0,0,0.0003551737970841979,304
Nowthen,0101000020E61000002B38C83BC55C57C0346BB8E7C8AB4640,14,13,0.0009816439547567705,305
Lengby,0101000020E61000003DC383979CE857C06F4B22D1F6C14740,0,0,0.00015797768470392605,306
Osseo,0101000020E61000008FF9E1108E5957C0BFDED0B4168F4640,37,42,0.003586601526490376,307
Stewart,0101000020E610000048B3F514289F57C0A79700289C5C4640,0,0,0.0003672054852052039,308
Ham Lake,0101000020E6100000AA122C610C4D57C0064DAE6294A04640,16,14,0.0014596780633803672,309
Alpha,0101000020E610000054861290BFB757C085F1A7E59CD14540,0,0,0.0002778225067523123,310
Elba,0101000020E61000003AB1DC1E280157C0FE25C3910F0B4640,0,0,0.0005784775374145425,311
Avon,0101000020E6100000AAFCB54B819D57C005B5419416CE4640,2,5,0.0005857400920417261,312
Halma,0101000020E61000009E70D61E392658C052E547387A544840,0,0,0.00016759171725873358,313
Breckenridge,0101000020E610000036E85BFE6B2558C012B7B4E109224740,0,0,0.00018540547067526022,314
Fosston,0101000020E61000006DD26D6382F057C0DF702DF6F9CA4740,0,0,0.00021388770208728166,315
Lewiston,0101000020E61000001B8E12DFA5F756C0FFF544F7BDFD4540,0,0,0.0005092120750556483,316
Oronoco,0101000020E6100000402FD5FF8E2257C0E6A650BB6E144640,3,2,0.0007822803387767868,317
Jackson,0101000020E61000003503EE4F4EBF57C083AA742E18D04540,0,0,0.00022472512952373955,318
Lyle,0101000020E6100000D05D3E393D3C57C08B7EB887BFC04540,0,0,0.0002232728110364004,319
Lakefield,0101000020E6100000FDC235BFD8CA57C0EF0A9DBCC8D64540,0,0,0.00021522641110283686,320
Blue Earth,0101000020E61000006270EBBC6D8657C09EF8BAE508D24540,0,0,0.00031592562750842017,321
Wadena,0101000020E6100000A8FBBB5E39C857C006675DBDEE384740,0,0,0.000661625960904334,322
Wadena,0101000020E6100000946B89F835CA57C0FE91A18991384740,0,0,0.000661625960904334,323
Raymond,0101000020E6100000FF80072921CF57C042922FA359824640,1,3,0.0007481383037997521,324
Raymond,0101000020E6100000A13A3908EACF57C055A4DFAB39834640,1,3,0.0007481383037997521,325
Ghent,0101000020E61000009018005A1EF957C06628E3F77B414640,0,0,0.0004435710694525589,326
Cromwell,0101000020E6100000C01B592EE03757C0B6A585C5F9564740,0,0,0.00012386538012077063,327
Garfield,0101000020E610000073B54922A6DF57C0D35265612AF84640,0,0,0.00014340954417478455,328
Kiester,0101000020E6100000A723D258846D57C02651F475ABC44540,2,0,0.0003722842591335378,329
Saint Marys Point,0101000020E6100000C56DFBC34C3157C046BFCD8ED8744640,59,55,0.006312892546934866,330
Ellendale,0101000020E61000003B6A3C51285357C0150A294BB5EF4540,0,0,0.00047279631885944795,331
Twin Lakes,0101000020E610000098DF481B1B5B57C08ADFF06BCCC74540,2,1,0.0004079618379858015,332
Felton,0101000020E6100000338771075F2058C071AA32F596894740,0,0,0.00020019026438714157,333
Fairfax,0101000020E61000000FD67C5748AE57C006CEA7D7A0434640,1,0,0.00034478944475750743,334
Villard,0101000020E61000002487D75535D157C08408511E5ADB4640,0,0,0.0001904915920870962,335
Bejou,0101000020E61000004EFD2B1F41FE57C00947A2A3B1B84740,0,0,0.0001667865337403311,336
Bruno,0101000020E610000024E1C4EFC12A57C0764C8408F8234740,1,1,0.00026970534609393673,337
Clontarf,0101000020E6100000299D8DA852EB57C0206C1FAF3FB04640,0,0,0.00031125305093233766,338
Williams,0101000020E61000006175FEE902BD57C098C25C424C624840,0,0,8.650068972206259e-05,339
Wendell,0101000020E61000004B54D5C5730658C045E28A9C98044740,0,0,0.0002590781983504621,340
Lake Bronson,0101000020E6100000610F3267802A58C01289FE80B95D4840,0,0,0.0001819087664890904,341
Genola,0101000020E6100000411A03E4388757C03EF336049AFB4640,0,0,0.0021160292898786182,342
Iron Junction,0101000020E61000001C8D218EF52657C0B37983599DB54740,0,0,0.0003245802643913173,343
Nashwauk,0101000020E610000097C6EABCA84A57C0309A677DB1B04740,0,0,0.00022203117583930872,344
Lilydale,0101000020E61000006E62C230584857C0B7C907CA6E744640,38,42,0.0044803728506336675,345
Beltrami,0101000020E6100000BE825C09BB2158C0573C986B71C54740,0,0,0.00016439441860410976,346
Butterfield,0101000020E61000001CA18485CFB257C0E65071B2ACFA4540,3,0,0.0005141885434686894,347
Kennedy,0101000020E6100000383E3D1C493A58C0FAC85DAA6A524840,0,0,0.00020038816547798325,348
Moorhead,0101000020E6100000C8380523BD2F58C000984999086F4740,0,0,0.0007551693413411661,349
Becker,0101000020E6100000CE6CD37A157857C0D75751580CB14640,6,2,0.00042689842130524453,350
Crosslake,0101000020E6100000EEBBAD58008657C0B77EC0E35C564740,0,0,0.00035614684457158,351
Albany,0101000020E6100000CD5CB82C54A457C099AFCB7D69D04640,1,0,0.0006642811568128296,352
Saint Martin,0101000020E610000017B5D6BEBAAA57C084A860315BC04640,0,0,0.0005111417294637503,353
Vernon Center,0101000020E6100000AA55F39BA98A57C0BB677D3242FB4540,2,1,0.00047913948355651027,354
Silver Lake,0101000020E6100000906EE210B28C57C0D7B2D86FBC734640,1,4,0.0005016437912001574,355
New Richland,0101000020E6100000DC7A2D9D9C5F57C0D8DC560A6AF24540,2,0,0.00042415022166436653,356
Rockford,0101000020E6100000CC377110976E57C07CF983862D8B4640,35,43,0.003859309138849088,357
Rockford,0101000020E610000001968C5FD66F57C0F1F04AB6D68B4640,35,43,0.003859309138849088,358
Trosky,0101000020E61000007873D48C0F1058C0BE6F3BAEB6F14540,0,0,0.00035440009626135647,359
Florence,0101000020E61000002B29B9F7500358C0D0E2C8F45C1E4640,0,0,0.00038031201905533663,360
Longville,0101000020E61000006750B819958D57C05C5465B16A7E4740,0,0,0.00012487992692890963,361
Mendota,0101000020E6100000D0B15937424A57C025737A6490714640,58,62,0.0056159817957194,362
Odin,0101000020E61000003815F4A089AF57C037EB905C02EF4540,0,0,0.0009979976043304514,363
Centerville,0101000020E6100000A3317D65754357C049004AAEFE944640,30,27,0.003251445823399141,364
Bayport,0101000020E610000021FDE6B91B3257C000570B9722824640,26,29,0.0024834505545433248,365
Funkley,0101000020E61000007D1B1AB14C9B57C007BC2AA496E44740,0,0,9.174570737298177e-05,366
Tamarack,0101000020E6100000CB34DC53004857C0F7CECBFA93534740,0,0,0.00012166851144068618,367
Cleveland,0101000020E6100000518C6289747557C078EE4CA96B294640,4,4,0.0006930914444487556,368
Saint Vincent,0101000020E61000001EE3064E7B4E58C06EA087FF137C4840,0,0,6.674662847668949e-05,369
Federal Dam,0101000020E6100000F887CA2C058E57C09239C446CF9E4740,0,0,0.0001392367117329905,370
Goodridge,0101000020E6100000109F2A6672F357C0274E816B74124840,0,0,8.53728936539879e-05,371
Sunfish Lake,0101000020E61000003DEABD37084657C0CAD7BFEFA66F4640,34,35,0.003642611928699291,372
Clements,0101000020E610000020B2F42081C357C00B9CFA49A6304640,0,0,0.00045927963844332224,373
Boy River,0101000020E6100000E8DFE268E48757C0A1CF727A5E954740,0,0,0.000131198384978448,374
Sanborn,0101000020E6100000395578D04CC857C01D8D7A80D81A4640,0,0,0.0003753398778568443,375
Staples,0101000020E6100000B7F7AF457BB357C0E9693A5861304740,0,0,0.0005507935906685012,376
Staples,0101000020E61000000F1AE1CE23B357C0B31A7182F42D4740,0,0,0.0005507935906685012,377
New Hope,0101000020E610000003845818C25857C048618970CD844640,65,62,0.0061300838629936094,378
Minneiska,0101000020E61000002DF82A65AAF756C0F65E0B0F7E184640,0,0,0.0007710931594811382,379
Minneiska,0101000020E6100000B9CEAB482DF856C01E0BD46B82194640,0,0,0.0007710931594811382,380
Motley,0101000020E6100000ACF3C43B69A857C045D33C3BA02B4740,0,0,0.0005365234176747665,381
Motley,0101000020E61000005EA2A2F038A957C0D7A384E5BC2A4740,0,0,0.0005365234176747665,382
Trommald,0101000020E61000006A3320EAFE8057C0F5F82523BA404740,0,0,0.001135700532064248,383
Eyota,0101000020E61000000AF29E29DC0E57C00623FD0F81FE4540,1,4,0.0003725421291525564,384
Madison,0101000020E6100000DD777B151F0C58C0B1CAB051C3814640,0,0,0.00027942311538649544,385
Mendota Heights,0101000020E61000006634F44DFB4857C09C9ED962D6704640,65,59,0.006106867705502633,386
Minneapolis,0101000020E6100000340567FF225157C03D300334567B4640,99,29,0.008767143314705104,387
Glenville,0101000020E61000007DA82550ED5157C0E0BC44995FC94540,3,2,0.00040393926759624765,388
Saint Augusta,0101000020E61000005D9F1F54C58C57C08387CEA88FB94640,0,0,0.0005025699948573631,389
South Saint Paul,0101000020E6100000811F2C0BA04257C00E24AEB19F714640,33,44,0.0038642065221469965,390
Hermantown,0101000020E61000009816E9D8660F57C024A997B823674740,0,0,0.00022931878535804788,391
Oakdale,0101000020E61000009BC03449B33D57C097A7D88F6A7E4640,33,34,0.003764280987273879,392
New Munich,0101000020E6100000B42E3CEA28B057C0C322EB30BCD04640,0,0,0.0007607051957626612,393
Brooklyn Park,0101000020E6100000F475DB246C5657C0A864FDD33C8E4640,56,35,0.0051158657335633,394
Appleton,0101000020E6100000B40CA66C7B0158C030CB04838F994640,0,0,0.0003865642330225606,395
Dakota,0101000020E61000001EEB659F1AD756C0F7E76ADEBAF44540,0,0,0.00035396363247031364,396
Delano,0101000020E610000053A359CFBF7257C05A395C0BE5844640,17,8,0.0015891688035281437,397
Clarkfield,0101000020E61000004849A742B2F357C0A14103172D654640,0,0,0.00039676493302022453,398
Gaylord,0101000020E61000003E21D6D9A38D57C0FAB80EDC24474640,1,1,0.0004159573184044898,399
Eden Prairie,0101000020E6100000B963E668695D57C0302052D5A56C4640,41,32,0.003034677833918798,400
Glenwood,0101000020E61000005FF28B225DD757C092B8263F7BD34640,0,0,0.00023370901422071087,401
Big Lake,0101000020E61000003D1779FF976F57C06C3FD1F4BAAB4640,3,10,0.0006451762783403228,402
Brooten,0101000020E6100000ED8F49847DC857C0C0738CCBB9C04640,0,0,0.0006427649969877298,403
Brooten,0101000020E61000000165DCE569C757C0BA14444206C04640,0,0,0.0006427649969877298,404
Braham,0101000020E610000024A0A05AF74A57C0EC7123565EDC4640,2,11,0.0007371613081992398,405
Braham,0101000020E61000003B42510D324B57C0D7A7C979B9DD4640,2,11,0.0007371613081992398,406
Luverne,0101000020E6100000FA63195DB50D58C0FAD5ECD9A6D34540,0,0,0.0003075129793759465,407
Taconite,0101000020E610000073E01E670C5857C0513CEF616FAA4740,0,0,0.00047619012777541886,408
Cold Spring,0101000020E6100000E4659A4C759B57C05D57D3DEA1BA4640,0,0,0.0005700085139484893,409
Worthington,0101000020E6100000750B5F9C5BE657C0E393759560D04540,0,0,0.00023342059827008752,410
Rogers,0101000020E61000002C915FB7036557C011251683E0974640,19,19,0.0021080692191758786,411
Boyd,0101000020E6100000743F9C44ABF957C06F8B643CF66C4640,0,0,0.00034559619906824083,412
Belgrade,0101000020E6100000A108E97EFCBF57C027CB58B0AFB94640,0,0,0.00040108515120369114,413
Westport,0101000020E6100000F2086C05C1CA57C09131D88A76DB4640,0,0,0.00041369814003430397,414
Verndale,0101000020E610000097E3A847C7C057C0E3733929CC324740,0,0,0.00040266287813069167,415
Whalan,0101000020E6100000C0840B5221FB56C0802504E0F3DD4540,0,0,0.0007369924184310195,416
Dent,0101000020E610000050823E74FDED57C04705B7AFBC464740,0,0,0.00026560225138166075,417
Littlefork,0101000020E61000000078FF94B56357C0D6CBDB58BD324840,0,0,2.4233406614009552e-05,418
Sargeant,0101000020E6100000AE5AD4563E3357C055D1BD3D20E74540,4,0,0.00042421546005748584,419
Silver Bay,0101000020E610000064E5A2DDC2D156C0A9E6304E89A54740,0,0,0.00023125073071341334,420
Wanda,0101000020E610000010A73773A2CD57C02912833C4F284640,0,0,0.0005050642679712392,421
Ortonville,0101000020E61000005C936223441C58C0140677149EA64640,0,0,0.00023832491845263132,422
Tonka Bay,0101000020E61000008D8F1A05BC6557C0B1D0F2CA25754640,151,162,0.01635134962549461,423
Upsala,0101000020E6100000B7AB9BA24FA457C0CDF79E20AEE74640,0,0,0.0006224683487084235,424
Russell,0101000020E61000003880A6BFA2FC57C0360A9576F1284640,0,0,0.00032347450084295486,425
Montevideo,0101000020E6100000AFFC8F59C7ED57C05E9E9DA1A7794640,0,0,0.00038801745909408945,426
Revere,0101000020E61000005AEE135D1DD757C0D2CCAC0A5C1C4640,1,2,0.000520389425833299,427
Stephen,0101000020E6100000B102CE9C1B3858C0B6B7A986E5394840,0,0,0.00014701454097435114,428
Kinney,0101000020E610000004D41DF93F2E57C0238FC99C23C24740,0,0,0.0003736658512033987,429
Wolf Lake,0101000020E6100000C45D141E91D657C04FD8DF2440674740,0,0,9.11780556542796e-05,430
Correll,0101000020E61000001F59374A670A58C0FBBA8D55AE9D4640,0,0,0.00039550814373950905,431
Jeffers,0101000020E61000002037192180CC57C0A5EB42DB27074640,1,0,0.00031014677917913123,432
Erskine,0101000020E61000004D224D96E80058C06493C77228D54740,0,0,0.0002335107261294482,433
Ashby,0101000020E61000003F9DBA2D31F457C02B6E632AEB0B4740,0,0,0.0003004141478479511,434
Bigfork,0101000020E6100000006D24E1B86957C0D162423F9FDF4740,0,0,7.462300795409647e-05,435
Center City,0101000020E61000006DE492121A3457C04A60B5907AB24640,10,17,0.001451760010655648,436
Duluth,0101000020E61000007A48FA95EC0857C0AE5E66AC4A634740,0,0,0.00037126169940042327,437
Bovey,0101000020E61000005D172ED0D75957C05944C0E5E3A54740,0,0,0.0005562650390601037,438
Warren,0101000020E6100000BBBCFF3E413158C0B4F1E3FB17194840,0,0,0.0001294381984613719,439
Cannon Falls,0101000020E6100000B5417AD5CE3957C05F4FB4039D414640,5,1,0.000549466737438919,440
Morris,0101000020E6100000ADAC00CDE4F957C0344F206CF7CA4640,0,0,0.0003200404390653499,441
Strathcona,0101000020E6100000F8AF2007B30A58C04F885082E0464840,0,0,0.00010344947268906544,442
Deerwood,0101000020E610000086E361B9997957C02C1866117D3C4740,0,0,0.0006918079502475758,443
Falcon Heights,0101000020E6100000E2599749554B57C0733F0598B67E4640,47,74,0.005062052436895799,444
Erhard,0101000020E6100000DD5995DB2C0658C05CB1D40DE63D4740,0,0,0.00022208172111477017,445
Lauderdale,0101000020E6100000DFE861E3F84C57C0B097CE34427F4640,52,55,0.005398373724665691,446
Denham,0101000020E610000052A4349F413C57C0AD9C33084C2E4740,0,0,0.00030552749494642026,447
Wood Lake,0101000020E6100000ACA17B3B4BE257C09083AE475E534640,0,0,0.0004959896116051222,448
Emily,0101000020E6100000C5A2E469DB7D57C0CCF6191F4D614740,0,0,0.00021311270304126868,449
Kettle River,0101000020E6100000714F16582A3857C0F4547E813D3E4740,0,0,0.0002778494802817987,450
Ihlen,0101000020E610000021519559AF1758C0A80FC8919EF44540,0,0,0.0003538429680104614,451
Vesta,0101000020E610000058FFD15DA9DA57C0B545F446FE404640,0,0,0.0006146463688324634,452
Pemberton,0101000020E61000006E59382D287257C02C5AD5F311014640,1,3,0.0005382294098411689,453
Starbuck,0101000020E61000009EBD5F9415E257C04730E08452CE4640,0,0,0.00040766211947249807,454
Conger,0101000020E61000001E9540C1C36157C0090C9758C0CE4540,2,4,0.0005096404657571841,455
Leonard,0101000020E6100000B7061A2E32D157C01A59B1D3ABD34740,0,0,0.0001315061404714102,456
Paynesville,0101000020E6100000AB52C4DE2FAE57C0EF98E92170B04640,0,0,0.0005244495505064494,457
Kerrick,0101000020E6100000775144E8652557C00E2AA9EF552B4740,2,0,0.00021182206248047497,458
Walters,0101000020E610000020D923A6186B57C0B131FC1567CD4540,1,0,0.00041353357168163573,459
