"City","geom","Incoming","Outgoing","Risk"
"Good Thunder","0101000020E61000004AA345EA7F8457C02EB123EDDD004640",2,2,0.0005241894177333399
"Nisswa","0101000020E6100000E17ABB4DF99257C00F14DE8134404740",0,0,0.0004984573887005384
"North Oaks","0101000020E610000083F6D1C2A34557C048B421B7D28C4640",38,34,0.003652763818543718
"Oak Grove","0101000020E61000004FD01FA2E45457C07ACBC3F3A3AB4640",7,15,0.0011711118715681276
"Ramsey","0101000020E61000007CF978CEC15C57C09F6FC3A282A14640",13,23,0.0017719581342494916
"Chisholm","0101000020E61000009F0ACEA73D3857C02AD170996CBE4740",0,0,0.00019332517084289405
"Green Isle","0101000020E6100000C6115DD7548057C0ACFBD4DB15574640",0,0,0.0003845943129119193
"Keewatin","0101000020E6100000D30BDCDA4B4557C026B11FEF45B34740",0,0,0.00020214092603092372
"Ruthton","0101000020E6100000D732A8949F0658C03733405EBB164640",0,0,0.0003053760173025929
"Carlos","0101000020E61000007FB71A0FB6D257C0E5DABFC19BFC4640",0,0,0.00019922898748834077
"Heidelberg","0101000020E6100000F85ECCD3176857C017053DBA1E3F4640",6,2,0.0006654712093079048
"Rollingstone","0101000020E6100000367EABE466F456C036313FE5B90C4640",0,0,0.0008580840686089637
"Benson","0101000020E6100000E49AC6D3C4E657C0C1479DAC59A84640",1,1,0.00040301623455300697
"Kerkhoven","0101000020E6100000EE65D4737CD457C0B6E4833EA1984640",1,2,0.00046777659131331183
"Empire","0101000020E61000003A3F32D6AB4557C040C535309E564640",12,13,0.0011351419920611243
"Northome","0101000020E610000066ECCA1C1F9157C0AAF0477BF8EF4740",0,0,0.00014246723068626188
"Bena","0101000020E6100000141D19472F8D57C034C2149795AB4740",0,0,0.00011156122066760617
"Medicine Lake","0101000020E6100000AEAF46F3DE5A57C02CB626C8BC7F4640",28,27,0.003597203977258667
"Forada","0101000020E61000004E4C0120D4D657C00E98BD03EBE44640",0,0,0.0001565059693760692
"Welcome","0101000020E61000004C595BD0DEA657C08BDB3CF347D54540",0,0,0.00037355863028318417
"Lake Elmo","0101000020E6100000AF1604F0CB3957C0A1C89464447F4640",28,22,0.002457064972535396
"Clear Lake","0101000020E61000005D1B8E98E97F57C0F50F6ABE22B94640",1,1,0.0005070327145229301
"Elko New Market","0101000020E610000012058E38685557C0D624241D95484640",6,7,0.0005454456285091209
"Dilworth","0101000020E6100000B92D9FC8B22C58C08D2723C092704740",0,0,0.0006450598087784492
"Cuyuna","0101000020E6100000A650F3BA3D7B57C0BE34E9CE7E414740",0,0,0.0009272726456403912
"Monticello","0101000020E6100000719C4E5F2B7357C0CEB940D52CA64640",4,9,0.0006837613973608553
"Blackduck","0101000020E6100000CB10CE9BC2A357C046AA03D1AADD4740",0,0,0.00010218982446020717
"Finlayson","0101000020E61000008E89B9B9593B57C0C39E4CF2491A4740",0,0,0.0003640165444933305
"North Mankato","0101000020E610000032A565197B8257C0034EA1C23F174640",63,69,0.00706089491384161
"North Mankato","0101000020E61000002DBFCFFD298157C0ACAC7F317D174640",63,69,0.00706089491384161
"Wahkon","0101000020E61000008DF7AFDB6D6157C0DE1A89616F0F4740",0,0,0.00032125778773702506
"Sandstone","0101000020E610000054BC345C523757C00E1495748A104740",1,0,0.00031434421676823074
"Hillman","0101000020E610000066552543E07857C07845553CCF004740",1,1,0.00020772654669602844
"Donnelly","0101000020E610000011101E6BEC0058C0C360646944D84640",0,0,0.0002899443938674476
"Watkins","0101000020E6100000ECC504DE609A57C0DE692C7C5AA84640",0,0,0.0004404057494605908
"Wilmont","0101000020E6100000000687BCEBF457C0A6C9F97AF5E14540",0,0,0.00022221206894695031
"Truman","0101000020E6100000F7A9A05BF19B57C09A97ABDAF6E94540",1,1,0.0004269211393565193
"Le Sueur","0101000020E61000003C94CB14907A57C088E3CE2E273D4640",11,14,0.0007803863520911245
"Le Sueur","0101000020E6100000F53AFDEEB37957C0A58BCA41083C4640",11,14,0.0007803863520911245
"Regal","0101000020E61000008C8C3A5ABCB557C0D6F774BDE3B34640",2,4,0.0004592720155118127
"Beardsley","0101000020E6100000EF4740E2B12D58C0613F06A561C74640",0,0,0.00017523144599131875
"South Haven","0101000020E61000006FA67C83E98D57C079A1A57B78A54640",2,5,0.00042949380478829924
"Pierz","0101000020E6100000FA61061F818657C0EECB68712CFD4640",0,0,0.0022348665993117993
"Racine","0101000020E6100000045BDE3FC81E57C007D54F2945E34540",0,0,0.0003610055874155149
"Leonidas","0101000020E6100000C24366F2582457C0644D3E61E9BB4740",0,0,0.001354187113697849
"Ellsworth","0101000020E610000031C930CA290158C0126B30209FC24540",0,0,0.0001904761772322905
"Dovray","0101000020E6100000B99609F40CE357C08DF3B80CFB064640",0,0,0.00033634690377267606
"Willernie","0101000020E61000005E0559003F3D57C0076B0251E8864640",139,138,0.013853824509423374
"Iona","0101000020E6100000B8C1302D1FF257C06CA8E45A32F54540",0,0,0.00031183317064771506
"Bellechester","0101000020E6100000D2404911B92057C0A59A1114062F4640",2,2,0.0007528545486921838
"Bellechester","0101000020E6100000DD38669AB92057C09051C9899B2F4640",2,2,0.0007528545486921838
"Bock","0101000020E610000023DBE813616357C0722FED9469E44640",0,0,0.00035737217982588455
"Audubon","0101000020E61000009996CFA9F7FE57C03F91FD04AA6E4740",0,0,0.00019242658193830713
"Roscoe","0101000020E6100000E81D439FBDA857C0E0B9505F58B74640",1,2,0.0005327002240474811
"Underwood","0101000020E61000006A1D9F45D3F757C0BBA7B149BC244740",0,0,0.00027010041075188395
"Houston","0101000020E61000007E7081AE84E456C06C269C9610E14540",0,0,0.00030363778024891555
"Spring Valley","0101000020E610000031F2418CF01857C06952C5E32AD84540",0,0,0.00037401112860522895
"Saint Clair","0101000020E610000009315B9E117757C0E392593BBA0A4640",4,4,0.0006816006425742171
"Hendricks","0101000020E61000000B8E674E691B58C03BD0CA5BF7404640",0,0,0.00008331150863107769
"Jenkins","0101000020E6100000BD2A90BA1C9557C0462859CC8E534740",0,0,0.00037810963658124026
"Eagle Lake","0101000020E61000004E33D5CE767857C01FD84382E8144640",10,13,0.0009686939722383311
"Bricelyn","0101000020E6100000937400190B7457C038A2D666C5C74540",0,0,0.0003946422353982901
"Elizabeth","0101000020E6100000304C48F95F0858C0439940829D304740",0,0,0.00022432074572258903
"Hazel Run","0101000020E6100000FC1D16A1DBED57C0E9CC1DB4CC5F4640",0,0,0.0004147724793686956
"Mayer","0101000020E6100000EFE3F638F97857C0FBAE953F83714640",2,10,0.0010362014870732405
"Osakis","0101000020E6100000136C0A5D75C857C034887223F3EE4640",0,0,0.0003816962383337288
"Osakis","0101000020E61000007CCC9A5C06CA57C0DCBE9F79A5EE4640",0,0,0.0003816962383337288
"Fertile","0101000020E610000049DFA895851258C012D1855559C44740",0,0,0.0001814774810584301
"Clinton","0101000020E6100000884FE598421C58C0F9C1AA9A4EBB4640",0,0,0.0002054661456042903
"Lake Park","0101000020E6100000915E0381450658C056C88D0421714740",0,0,0.0001816353704935445
"Strandquist","0101000020E61000007343FECEAA1C58C03C014142A63E4840",0,0,0.00015048753869186608
"Sunburg","0101000020E61000003457F37B5CCF57C04AB68AFC7DAC4640",0,0,0.0002825843479136723
"Newfolden","0101000020E610000050ADC7471A1558C023E0DF6BA92D4840",0,0,0.00017307931314956455
"Nicollet","0101000020E6100000C4E4944F088C57C0570B907428234640",2,3,0.0004771028454331017
"Chokio","0101000020E61000003F345ABF250B58C06C6FE6B75DC94640",0,0,0.00031657166968242
"Alvarado","0101000020E61000008A2936F3E43F58C0A18D4462B1184840",0,0,0.0001535517112774303
"Shorewood","0101000020E61000007A58CC86176557C01771C9C6E7744640",199,219,0.020880822470695986
"Shorewood","0101000020E610000001B8B430896757C0F2025B8B03724640",199,219,0.020880822470695986
"Cedar Mills","0101000020E6100000ABF0EE8E43A157C0E556EE17B4784640",0,0,0.00031865929390803983
"Ranier","0101000020E61000001317D8C29D5657C012A3199EA04D4840",0,0,0.0002450941128100902
"Glyndon","0101000020E6100000E103DB5E052558C02B4E8AE1776F4740",0,0,0.00027312737301731703
"Renville","0101000020E6100000FB31E1CB1BCD57C083EEA63737654640",0,0,0.00044961397887597357
"Comfrey","0101000020E61000007170BC3DD4B957C0D39C1784B90D4640",0,0,0.0007552657167218871
"Comfrey","0101000020E6100000D8E1A6DDC7B957C09C7D0FAC3E0E4640",0,0,0.0007552657167218871
"Spring Grove","0101000020E610000046E2EFD9CBE856C07458ABA9C3C74540",0,0,0.00018555705324125468
"Long Beach","0101000020E610000091E7D18781DB57C05E3D25F74FD34640",0,0,0.0006366766139275345
"Hayfield","0101000020E6100000EE330A48373657C01F1415B0F4F14540",0,0,0.0003946816839069792
"Hilltop","0101000020E610000055EC64EFFF4F57C08EF42C71DC864640",159,158,0.023203979744017136
"Plymouth","0101000020E61000008599DB0E895D57C018B4A9DDDC824640",47,27,0.004560968652756453
"Saint Anthony","0101000020E610000069498AC1054E57C086F4E3A051854640",103,134,0.012255814304987612
"Saint Anthony","0101000020E61000005E3BF7923DA757C0613707B92FD84640",103,134,0.012255814304987612
"Saint Anthony","0101000020E6100000DA3472B5DE4D57C00021B35EDB824640",103,134,0.012255814304987612
"Saint Hilaire","0101000020E6100000AD21494BAF0D58C0D886295CBD014840",0,0,0.00018099119992304703
"Zemple","0101000020E6100000B507726F517257C084601C0B12A94740",0,0,0.0009792217718295883
"Rock Creek","0101000020E6100000CB872363273A57C076635EE957E14640",2,5,0.00029246524254858316
"Dawson","0101000020E6100000595DB025390358C03016F9E3E6764640",0,0,0.0002835034445820209
"Hartland","0101000020E610000084C5F4FEFE5E57C0ADDD666CF2E64540",0,0,0.0005411568554469504
"Moose Lake","0101000020E6100000EB9D9F22FB3057C0BDB06D24DB384740",0,0,0.00040203408195966833
"Maple Plain","0101000020E610000000966E175A6A57C088C3294D21814640",27,17,0.002794322060657756
"Clarissa","0101000020E6100000CB3D96D2BDBC57C08B94767A71104740",1,3,0.0003509761362413538
"New Brighton","0101000020E6100000FBDC293E2F4D57C0A58737B26E884640",69,68,0.007222033652641476
"Golden Valley","0101000020E6100000F686FCCFFA5657C054567D88B97E4640",33,52,0.004203647671397818
"Wright","0101000020E6100000CF80891A704057C01FB5F79C14564740",0,0,0.00015361523139086208
"Eveleth","0101000020E61000006D6344C6D52257C093258E835BBB4740",0,0,0.0013258770852417278
"Comstock","0101000020E61000004414B7F1C02F58C01D9E2C016C544740",0,0,0.00018201245518307686
"Cloquet","0101000020E61000004EC1E0A4811F57C03AD910946D5C4740",0,0,0.00032504351916305837
"Mound","0101000020E61000000D13B00F4B6A57C0DACA06D17F774640",30,35,0.004779835456819194
"Nassau","0101000020E610000040ABE94D461C58C09D854915AB884640",0,0,0.0002794069102435005
"Oklee","0101000020E61000007D9EA4E25DF657C03F05205D59EB4740",0,0,0.00017665966042990468
"Morgan","0101000020E610000009D888A032BB57C03C6487413D354640",0,0,0.0005040083303700474
"Danvers","0101000020E610000073F88E2D61F057C07C2C0C1807A44640",0,0,0.00032795963384673547
"Johnson","0101000020E6100000D5FB4352B91258C00FD0FDDDDFC84640",0,0,0.000259269971231706
"Meadowlands","0101000020E61000009055DA38CC2E57C029ED9A975A894740",0,0,0.00008058629395431463
"Minnesota City","0101000020E6100000FA526C58FCEF56C0EC0EFDA3D00B4640",0,0,0.0012191058861417278
"Grand Rapids","0101000020E6100000B5398126116257C0396C1FD57E9E4740",0,0,0.0007296590954272326
"Richfield","0101000020E61000001D9C10531D5257C06B2D57CF2C704640",29,12,0.0027686547320919567
"Grant","0101000020E6100000D6665EF02C3A57C049BA9CC18E8A4640",17,35,0.00256579688736208
"Blomkest","0101000020E61000009741904388C157C0E55ADC24AF784640",0,0,0.00035156678065561387
"Fort Ripley","0101000020E6100000BD6695FD3B9757C0249D0780A1154740",0,0,0.0002453612458417727
"Shakopee","0101000020E6100000A3A14C79B75E57C0890ED12317634640",12,7,0.0018780140955671955
"Rochester","0101000020E6100000B273F9A1911E57C0559DA1F4DC014640",0,0,0.0006206034606056917
"Pine City","0101000020E610000044A6D79AE23D57C004091DB99CEB4640",3,2,0.0003278847179679087
"Manhattan Beach","0101000020E610000017ECC5CCEF8857C05AC181FA565E4740",0,0,0.0004442499476624255
"Minnetonka","0101000020E6100000E5A9FDF48E5D57C0652A930174774640",42,41,0.004469938222835237
"Sleepy Eye","0101000020E610000064DAFC364BAE57C091F4F4A444264640",0,0,0.00045371897824543196
"Hills","0101000020E61000007A1702B5FF1658C0E7CD7BBA8BC34540",0,0,0.000218972657875328
"Mountain Lake","0101000020E6100000596E35FB5EBB57C0800E6D5984F84540",0,0,0.00042731624267896716
"Winona","0101000020E610000084A9E4A0C5EA56C0BA1258E778064640",0,0,0.000849916894303709
"Lindstrom","0101000020E6100000733E4940413657C06278F0D18CB14640",13,15,0.001485459020945163
"Chisago City","0101000020E61000007ADFA4F4583A57C05E43945C77AC4640",8,10,0.001057545036491362
"Danube","0101000020E61000002A558F5A8EC657C0DAF4C82D5B654640",0,0,0.0004767937230641064
"Goodview","0101000020E610000081D69D2EE2ED56C040834EB2E1084640",0,0,0.0013505416915879558
"Biwabik","0101000020E6100000B20292D9AF1457C0ECB735FE10C74740",0,0,0.0002391904302798201
"Wells","0101000020E610000099C0B3D1F66E57C06DA4A3982CDF4540",0,0,0.0004495362060222216
"Rothsay","0101000020E610000068344DD3A31258C039BC24955E3C4740",0,0,0.0003008343053330789
"Rothsay","0101000020E6100000E7CC29F3C91158C0002E7BD6BD3C4740",0,0,0.0003008343053330789
"Saint Charles","0101000020E6100000B42BE67DC70357C0D53592CA0CFC4540",0,0,0.0005508182550920395
"Winthrop","0101000020E610000006249BCE0F9757C0EEC6C3496E454640",0,0,0.0003891218432811845
"Hampton","0101000020E61000004541A129274057C012168F76E64D4640",10,7,0.0009573074393652159
"Coates","0101000020E6100000A6EFDDE20C4257C0BF1910F8885B4640",11,15,0.0014135947763239413
"Clearbrook","0101000020E6100000FD72CA8278DB57C0CBFD972620D94740",0,0,0.00023017732610137895
"Brookston","0101000020E6100000CFB31651932657C05DB6E962C56E4740",0,0,0.00011103749542500172
"Aurora","0101000020E6100000BE6D6B65580F57C0D24993BCFFC34740",0,0,0.00020115797085379169
"Elmdale","0101000020E6100000DB3DEFBAA19F57C03094E2E4C0EA4640",3,2,0.0006674290759761918
"Elmore","0101000020E61000003DCA4BF1A58557C00B27CA3ECFC04540",1,0,0.0001858143432112295
"Gary","0101000020E6100000D54F7E3BFF1058C0BEADB0C2ACAF4740",0,0,0.0001632612568978682
"Marietta","0101000020E61000001B070945D21A58C0EC5EBE3654814640",0,0,0.0002666102039787409
"Vergas","0101000020E6100000B9B79B2E60F357C0AEFE6EB6CE534740",0,0,0.0001958533943495666
"Viking","0101000020E61000004A03BBAA081A58C01973A119ED1B4840",0,0,0.00013684824568464373
"Bagley","0101000020E6100000099BBB9FCDD957C08B111BE220C34740",0,0,0.00015985480842698553
"Sacred Heart","0101000020E6100000042E30B972D657C03D3D4C8110644640",0,0,0.00038968757880616234
"Columbus","0101000020E6100000DC1EC92B2F4557C0FECCACA25CA24640",10,9,0.001149007756360161
"Two Harbors","0101000020E610000017607EE633EB56C068E5C075D9834740",0,0,0.000030004203563648593
"Middle River","0101000020E6100000DAC25A4A590A58C0220D2FB0A7374840",0,0,0.00014777857419406428
"Kenyon","0101000020E610000096A6DA83173F57C000477CBEE5224640",1,1,0.0003513215770855463
"Saint Stephen","0101000020E6100000472C0C388C9157C06B5C56B4BBD94640",2,6,0.0006015405939811594
"Belview","0101000020E6100000875D6CD116D557C065B379DFB24D4640",0,0,0.0005269825002108164
"New Ulm","0101000020E610000093A00A73FA9D57C0070C24F9FB274640",2,0,0.00040631726492041965
"Mabel","0101000020E6100000B30738B427F156C0C35CD90F8AC24540",0,0,0.00020206271175566128
"Deephaven","0101000020E61000008BA4A6B0866157C0C8BA9474F6764640",58,60,0.005798096282669422
"Delhi","0101000020E6100000FA3287AEA7CD57C095FBFB3A8B4C4640",0,0,0.0004888898766061738
"Pease","0101000020E6100000FD4824758A6957C042D05BA18BD94640",0,0,0.0005248678421561216
"Tracy","0101000020E610000025A88D4462E757C0FA3DB2C6961E4640",0,0,0.0003763085861969242
"Backus","0101000020E6100000B8ECB9D8EDA057C055156F520D694740",0,0,0.0001737730582093609
"Sturgeon Lake","0101000020E61000004293375ABE3457C090EC732A69314740",0,0,0.00047249169841090047
"Brownton","0101000020E6100000FEC9DF5C769657C0405BD234C25D4640",3,2,0.0004469711561584969
"Nelson","0101000020E610000073D7E635F5D057C0415029D079F14640",0,0,0.00018212084191099632
"Brainerd","0101000020E6100000773F91C6AE8C57C0C517091A792D4740",0,0,0.0004082471966474838
"Deer River","0101000020E610000096313F20C07257C02637EC7C6CAB4740",0,0,0.001020987599599117
"Adrian","0101000020E6100000B45C7B05B7FB57C0522170180DD14540",0,0,0.0003157292503567821
"Canby","0101000020E6100000F82D3646391158C0F2C8D75E995B4640",0,0,0.00020823756749489193
"Hinckley","0101000020E6100000FA4212B13B3B57C0314C8A7391014740",0,0,0.00022127912899129915
"Minneota","0101000020E6100000870A26A4E2FE57C0B59C369D01484640",0,0,0.0004724364108154226
"Mora","0101000020E61000000DD5EACCAA5257C000C3880435F04640",0,0,0.0003290505896041772
"Dover","0101000020E6100000129B9379940857C07AE6559323FC4540",0,0,0.0005134472441545141
"Twin Valley","0101000020E610000043DD25C1961058C0994CEA4322A14740",0,0,0.00017580584953328512
"Easton","0101000020E6100000F7475A21997957C0804520810FE24540",2,3,0.00047463393092743905
"Eagle Bend","0101000020E61000000C217FC82EC257C053F1748A06154740",1,0,0.00030300432979735387
"Elkton","0101000020E61000007F2BA58B362D57C06F3CD42C81D44540",0,0,0.00038595581631352936
"Norcross","0101000020E610000083B01AA6900C58C0EB26120131EF4640",0,0,0.00032165121763862896
"Lafayette","0101000020E6100000F554061B229957C039E163473B394640",0,0,0.0003269792391023695
"Lake Saint Croix Beach","0101000020E61000005792BE6A043157C059FBF4A457764640",77,72,0.007220432517337526
"Loretto","0101000020E610000087D81D30A96857C0D69CBD2303874640",22,29,0.0026384799703502567
"Emmons","0101000020E6100000C5ED6FD20B5F57C068E988E0E6C04540",0,0,0.00030164252880186636
"Chatfield","0101000020E61000009906E2FCE20B57C08790803136ED4540",0,0,0.0007208653447517607
"Chatfield","0101000020E6100000A31AEFFC9F0B57C080D5667283EB4540",0,0,0.0007208653447517607
"Farwell","0101000020E6100000F5492AA79BE757C0A71403E44EE04640",0,0,0.00016853406501740988
"Ulen","0101000020E6100000EA4FDA1F851058C0B8F43FC1008A4740",0,0,0.000166324973871834
"Seaforth","0101000020E61000000C71C96A2FD557C0C0273379F73C4640",0,0,0.0005803571501624553
"Bowlus","0101000020E61000007B0C6779109A57C06AA0DC83D6E84640",5,1,0.0006443010067585998
"Greenwood","0101000020E6100000C0D8C5D04E6357C0C57A2B9898744640",70,76,0.008758717236817946
"Scandia","0101000020E610000059DDC5F8F93457C022C7A6EF7BA04640",6,6,0.0007335921284102055
"Winton","0101000020E610000026FE220F3CF356C022A65DC1D7F64740",0,0,0.00020038922345443923
"Baxter","0101000020E61000008B5D6566E29157C048C2CD69DA2B4740",0,0,0.0004353337793502288
"Hanley Falls","0101000020E610000073DFBA33A5E757C0BC8C0EB78D584640",0,0,0.0005702753727729386
"Borup","0101000020E61000002401C5AD5E2058C0806B5CC412974740",0,0,0.00020534541627926774
"Waubun","0101000020E6100000210CB26533FC57C0EB1CF6ECD9974740",0,0,0.00015673124159698261
"Beaver Creek","0101000020E61000006606B52C311758C0A8F5CC3668CE4540",0,0,0.0002086693538112296
"Ely","0101000020E61000009FD46BE081F656C08B186836E3F34740",0,0,0.00019559952801742828
"Lake Lillian","0101000020E6100000B1BAA3D451B857C01425D04812794640",0,0,0.0003526192550147859
"Harding","0101000020E61000003158A3525B8257C019902E693E0F4740",0,0,0.00023415559818802792
"Doran","0101000020E6100000862552F9131F58C0DDB06BA8B2174740",0,0,0.00021413859296480256
"Flensburg","0101000020E6100000515C2B20ECA157C054B29E6C59F94640",3,4,0.0006409146214274536
"Herman","0101000020E6100000D0D94A040C0958C0A8E07494BFE74640",0,0,0.0003377224883169204
"Kent","0101000020E610000012CEAF05AC2B58C0A8C2AACB1E384740",0,0,0.00014346720111147205
"Watson","0101000020E610000001637C8736F357C08ACC25B541814640",0,0,0.0003732945904535912
"Clara City","0101000020E6100000B45DC8297DD757C0E5FDA806967A4640",0,0,0.00039960638329023727
"Inver Grove Heights","0101000020E6100000D5DBFA15D14357C043808A8D90694640",17,21,0.0025184751349821154
"Blooming Prairie","0101000020E61000001433BC71D14257C0A79825954DEF4540",0,0,0.0006673205825046205
"Blooming Prairie","0101000020E6100000B1C9AE399B4357C09008694710EF4540",0,0,0.0006673205825046205
"New Trier","0101000020E6100000A2C50EE2B23B57C04F52F4B5494D4640",7,0,0.0008840775616959612
"Edgerton","0101000020E6100000153028FE570858C0ABA4084008F04540",0,0,0.0003979061354318257
"Louisburg","0101000020E61000006FE0D134EF0A58C04198F7B405954640",1,1,0.000409297049285711
"Mountain Iron","0101000020E610000022B2DC5A032857C06848D51C11C64740",0,0,0.00027554094250408813
"Waite Park","0101000020E6100000AB4755042C9057C02B47627708C44640",1,0,0.0010464851525871328
"Little Canada","0101000020E61000001C346416854557C051F54DD21F834640",47,40,0.004192736922729527
"Mantorville","0101000020E6100000C2B68336333057C09E9A310261084640",0,0,0.0007973177983019444
"Argyle","0101000020E6100000EE9E78F53D3458C056DD8D0A132B4840",0,0,0.00012812460599483398
"Solway","0101000020E6100000A87BABCF55C857C0F05AC3E5AFC24740",0,0,0.00016043620956485746
"Clarks Grove","0101000020E6100000CC639C2DF25457C083BD54B3A1E14540",0,0,0.0005224552368045686
"Grasston","0101000020E6100000758D7DA6C34957C027E966EADBE54640",5,4,0.0005001127733058557
"Altura","0101000020E6100000479824A563FC56C00BDE38F237084640",0,0,0.0005004835583337498
"Hammond","0101000020E61000007F261105F51757C0E8B675E87C1C4640",0,0,0.0006514443358772505
"Kellogg","0101000020E6100000D565BEE7EDFF56C0C04E4BFC58274640",0,0,0.00039603865294699533
"McKinley","0101000020E61000004475C5D3F51957C08E4101942FC14740",0,0,0.00040176778516591333
"Frazee","0101000020E6100000A71F1C1EFBEC57C0AEEF3468305D4740",0,0,0.00019599437686559194
"McGregor","0101000020E61000004DE4C8598E5357C094516927E74D4740",0,0,0.00009700019576043586
"McIntosh","0101000020E6100000BA0178ACBAF857C01156CDC086D14740",0,0,0.00022353167491477382
"Sobieski","0101000020E61000003FF4A5DDD99E57C0923BA5B425F64640",3,0,0.0006508679584475898
"McGrath","0101000020E6100000BC301B60985157C073D86CC0FF1E4740",0,0,0.00010095017953531125
"Bloomington","0101000020E6100000BCB91EDC2D5457C0320B489A516A4640",20,17,0.002895681501706548
"West Saint Paul","0101000020E610000057DF921D7D4557C02F43710A70734640",45,37,0.004399762850702103
"Garrison","0101000020E61000002646E7A2E67457C0E6A7AFC347264740",0,0,0.00017140233306687703
"Waterville","0101000020E6100000D68A3E7CC46457C009F6BACB981C4640",2,1,0.0006291688655007152
"Claremont","0101000020E6100000AA2B67EAD13F57C05459B20EBF054640",1,1,0.00029024658215490943
"Belle Plaine","0101000020E6100000D6BD1B70E47057C0870F17DD374F4640",1,8,0.0004046566289023367
"Browns Valley","0101000020E6100000AABA431E4B3558C01F9FE84E1ECC4640",0,0,0.00012822454736445638
"Saint Louis Park","0101000020E610000012103DA95A5757C0164A9EB970794640",30,33,0.004106469069506141
"Medina","0101000020E6100000340020A5556557C092881DD62E844640",29,21,0.00286315578330502
"Walker","0101000020E6100000F59CDA3CA3A557C0CB17E41E8F8B4740",0,0,0.00010540783083757729
"Pelican Rapids","0101000020E6100000833EBB97800558C068CEDB35FB484740",0,0,0.0001904294242344003
"Tower","0101000020E61000007CDBDB80F61157C05FAD5E53B9E74740",0,0,0.00004653332218701846
"Shafer","0101000020E6100000C6423AFF363057C073C90A63E9B14640",8,6,0.0007026138700278662
"Litchfield","0101000020E61000008017AEBCA1A157C0049345FFA08F4640",1,2,0.00044777240579335853
"Zumbrota","0101000020E61000006488B6C11A2B57C078828B14BF254640",0,0,0.0005765121364668359
"Fergus Falls","0101000020E61000006E157FA7D20458C070D34F098D244740",0,0,0.0002795782529982587
"Slayton","0101000020E610000010E1D24689F057C0199BF4A2BFFE4540",0,0,0.00042215060722403184
"Buffalo","0101000020E6100000F65853F6467757C06139E5A302974640",4,3,0.000913534022497375
"Dodge Center","0101000020E61000002A413E986A3657C08E71B666A9034640",0,0,0.00045836870451268323
"Miltona","0101000020E6100000BD2FAEFBC2D257C079CC1CC0EA054740",0,0,0.0001534147888380514
"Saint James","0101000020E61000008C39231F08A857C0A8F02AD3DEFD4540",0,0,0.0004534507788398208
"Woodland","0101000020E61000001C5F806CE06057C002C63A32A0794640",53,53,0.005782079999319593
"Goodhue","0101000020E610000042F6F8E7072857C0539A3FA021334640",2,1,0.0004153651228616033
"Harmony","0101000020E6100000E6E7B28A790057C062B8ED36F6C64540",0,0,0.00026908858307478497
"Holdingford","0101000020E6100000CED5D99B289E57C04A6CAACC79DD4640",2,0,0.0005665427603681962
"Northfield","0101000020E6100000D901D571894A57C0EA12EB95B4394640",13,14,0.0016601371490474785
"Northfield","0101000020E6100000B6AFF75F724C57C0D5CE55CFDE3C4640",13,14,0.0016601371490474785
"Saint Joseph","0101000020E6100000DDCB360F689357C088DBE2A766C84640",2,4,0.0008313145169175151
"East Grand Forks","0101000020E61000006E79CA0CE04058C039E26D7AD8F64740",0,0,0.00007608599578224464
"Parkers Prairie","0101000020E6100000CEAA5A720FD557C02571F8179A134740",0,0,0.00011570771154988075
"La Prairie","0101000020E61000001C5CD250735F57C0048D67AE749D4740",0,0,0.0007681127876889768
"Wilder","0101000020E61000004E61B3982CCD57C0016CA824FDE94540",0,0,0.0003604271056836127
"Garvin","0101000020E6100000C3CFBC9FAEF057C0C9AC3240691B4640",0,0,0.00030405037665972104
"Albert Lea","0101000020E61000001E232936515757C0E2FF3E0BD2D34540",0,0,0.0005615991610368299
"Barrett","0101000020E6100000126560C73DF957C0400AF7A9C9F44640",0,0,0.0002944199780041165
"Cologne","0101000020E6100000E9FCD47AC27257C087C3D04581624640",10,7,0.0008429565774322301
"Rutledge","0101000020E610000025C4FCDFA73757C0F1210BD4E4204740",0,0,0.0004806122251494842
"Saint Leo","0101000020E610000065B9A6A05D0358C0975D2FECD05B4640",0,0,0.00029756608970431156
"Winsted","0101000020E61000009BF33E9F308357C0E9894AB1877A4640",5,3,0.0007243015325270023
"Orr","0101000020E61000009AB0F4A7C73457C08BEE8CFC9E074840",0,0,0.00002561821656454545
"Roseville","0101000020E61000009E162E96E34957C0EC9868ABFC814640",52,32,0.0052373342052937175
"Squaw Lake","0101000020E6100000EEC2686AD78857C0CC814A634FD04740",0,0,0.000054239395713857475
"Andover","0101000020E61000006DAF6643E55457C0A44AC713E8A04640",12,12,0.001719844247513578
"Long Prairie","0101000020E61000003252DC9633B757C0EDCCB06B1FFD4640",1,0,0.0003361489193454952
"Arco","0101000020E6100000B403E851AF0B58C0664181F31E314640",0,0,0.0001934956417627755
"Sabin","0101000020E6100000CCE44845EC2958C03F1AD8FC06644740",0,0,0.00025851368734211485
"Landfall","0101000020E6100000793F481E8A3E57C0DBE756AFAB794640",22,37,0.0026947575709709067
"Ostrander","0101000020E6100000852627F46E1B57C06D1A164E9ACE4540",0,0,0.00030823024995112495
"Bellingham","0101000020E61000009F5B66C92E1258C0168AD3F176914640",0,0,0.00033090336047060927
"Melrose","0101000020E6100000931F09D004B457C08E7D91AD7CD64640",3,1,0.0007539062466455262
"Howard Lake","0101000020E61000002BE1E03E468457C04153F09BC2874640",8,8,0.0006492879864994025
