"City","geom","Incoming","Outgoing","Risk"
"Owatonna","0101000020E6100000EC6F95E5C64E57C004ADAB45AF0B4640",4,3,0.0004447877226059379
"Marble","0101000020E61000000F3B6819D55257C061623DACF4A94740",0,0,0.0009512846198312183
"Floodwood","0101000020E6100000595E058EB33A57C0AA17523952754740",0,0,0.0000892721684928969
"Detroit Lakes","0101000020E61000006B36A79C35F657C01B0A620B50674740",0,0,0.00019577680276329574
"Waverly","0101000020E6100000700F148FED7D57C038A7E0014B884640",8,18,0.0012313282845243154
"Taylors Falls","0101000020E61000001A3817FB852A57C079CF40CBB9B44640",0,0,0.00030329126560331107
"Sauk Rapids","0101000020E610000064E0B474D48957C043843A7080CC4640",3,3,0.0015600553039479643
"Thief River Falls","0101000020E6100000841A6078630B58C00E733FC9350E4840",0,0,0.00017989068704518175
"Swanville","0101000020E61000003C9E11FC4DA957C00B68950D5AF44640",2,1,0.0011134853965213205
"Swanville","0101000020E6100000419FE810D7A857C000BAAEA256F54640",2,1,0.0011134853965213205
"Bertha","0101000020E6100000706E0020F4C357C0D154595730224740",0,0,0.00032818179970674086
"Grey Eagle","0101000020E61000005C90C8A9F1AF57C092DF063E82E94640",0,0,0.0005357802905525792
"Rushford","0101000020E6100000995432173AF056C079A4780216E84540",0,0,0.0009958464693356577
"Vining","0101000020E6100000EEA18AA03DE257C067B7C50A85214740",0,0,0.0003016899805366649
"Ottertail","0101000020E610000007E1D01F15E457C085ACF73A9C364740",0,0,0.00025171815691865624
"Lake City","0101000020E6100000F6E433DE801257C0995676127F3B4640",0,0,0.0004613120056108932
"Lake City","0101000020E610000047E1FEE9C11157C06C6E39DD6C384640",0,0,0.0004613120056108932
"Crystal","0101000020E61000006A47ECCA085757C01FC64C65D3844640",60,74,0.007378062598973388
"Lake Wilson","0101000020E6100000DB51BF131DFD57C0910C7E946CFF4540",0,0,0.000394990546366268
"Hill City","0101000020E61000002AC92952356657C07D32A000B37D4740",0,0,0.00009372743569935743
"Hallock","0101000020E610000025A8590E523C58C0D743A65BFB624840",0,0,0.0001535041024920871
"Sedan","0101000020E6100000B1F113EFB0CF57C0415DBC2401CA4640",1,1,0.0003288656610136115
"Olivia","0101000020E610000062140D4FD1BF57C0FF12013474634640",0,0,0.0004810790903819505
"Bethel","0101000020E6100000D117AD23595157C0C5320EE27EB34640",9,8,0.0012412340234090383
"Wrenshall","0101000020E61000001C17D214951857C0B60EF3A7924F4740",0,0,0.0003551737970841979
"Nowthen","0101000020E61000002B38C83BC55C57C0346BB8E7C8AB4640",10,1,0.0009816439547567705
"Lengby","0101000020E61000003DC383979CE857C06F4B22D1F6C14740",0,0,0.00015797768470392605
"Osseo","0101000020E61000008FF9E1108E5957C0BFDED0B4168F4640",41,35,0.003586601526490376
"Stewart","0101000020E610000048B3F514289F57C0A79700289C5C4640",0,0,0.0003672054852052039
"Ham Lake","0101000020E6100000AA122C610C4D57C0064DAE6294A04640",13,13,0.0014596780633803672
"Alpha","0101000020E610000053861290BFB757C085F1A7E59CD14540",0,0,0.0002778225067523123
"Elba","0101000020E61000003AB1DC1E280157C0FE25C3910F0B4640",0,0,0.0005784775374145425
"Avon","0101000020E6100000AAFCB54B819D57C005B5419416CE4640",0,0,0.0005857400920417261
"Halma","0101000020E61000009E70D61E392658C052E547387A544840",0,0,0.00016759171725873358
"Breckenridge","0101000020E610000036E85BFE6B2558C012B7B4E109224740",0,0,0.00018540547067526022
"Fosston","0101000020E61000006DD26D6382F057C0DF702DF6F9CA4740",0,0,0.00021388770208728166
"Lewiston","0101000020E61000001B8E12DFA5F756C0FFF544F7BDFD4540",0,0,0.0005092120750556483
"Oronoco","0101000020E6100000402FD5FF8E2257C0E6A650BB6E144640",2,1,0.0007822803387767868
"Jackson","0101000020E61000003503EE4F4EBF57C083AA742E18D04540",0,0,0.00022472512952373955
"Lyle","0101000020E6100000D05D3E393D3C57C08B7EB887BFC04540",0,0,0.0002232728110364004
"Lakefield","0101000020E6100000FDC235BFD8CA57C0EF0A9DBCC8D64540",0,0,0.00021522641110283686
"Blue Earth","0101000020E61000006270EBBC6D8657C09EF8BAE508D24540",0,0,0.00031592562750842017
"Wadena","0101000020E6100000A8FBBB5E39C857C006675DBDEE384740",0,0,0.000661625960904334
"Wadena","0101000020E6100000946B89F835CA57C0FE91A18991384740",0,0,0.000661625960904334
"Raymond","0101000020E6100000FF80072921CF57C042922FA359824640",0,0,0.0007481383037997521
"Raymond","0101000020E6100000A13A3908EACF57C055A4DFAB39834640",0,0,0.0007481383037997521
"Ghent","0101000020E61000009018005A1EF957C06628E3F77B414640",0,0,0.0004435710694525589
"Cromwell","0101000020E6100000C01B592EE03757C0B6A585C5F9564740",0,0,0.00012386538012077063
"Garfield","0101000020E610000073B54922A6DF57C0D35265612AF84640",0,0,0.00014340954417478455
"Kiester","0101000020E6100000A723D258846D57C02651F475ABC44540",0,0,0.0003722842591335378
"Saint Marys Point","0101000020E6100000C56DFBC34C3157C046BFCD8ED8744640",57,66,0.006312892546934866
"Ellendale","0101000020E61000003B6A3C51285357C0150A294BB5EF4540",1,0,0.00047279631885944795
"Twin Lakes","0101000020E610000098DF481B1B5B57C08ADFF06BCCC74540",0,0,0.0004079618379858015
"Felton","0101000020E6100000338771075F2058C071AA32F596894740",0,0,0.00020019026438714157
"Fairfax","0101000020E61000000FD67C5748AE57C006CEA7D7A0434640",0,0,0.00034478944475750743
"Villard","0101000020E61000002487D75535D157C08408511E5ADB4640",1,0,0.0001904915920870962
"Bejou","0101000020E61000004EFD2B1F41FE57C00947A2A3B1B84740",0,0,0.0001667865337403311
"Bruno","0101000020E610000024E1C4EFC12A57C0764C8408F8234740",2,0,0.00026970534609393673
"Clontarf","0101000020E6100000299D8DA852EB57C0206C1FAF3FB04640",0,0,0.00031125305093233766
"Williams","0101000020E61000006175FEE902BD57C098C25C424C624840",0,0,0.00008650068972206259
"Wendell","0101000020E61000004B54D5C5730658C048E28A9C98044740",0,0,0.0002590781983504621
"Lake Bronson","0101000020E6100000610F3267802A58C01289FE80B95D4840",0,0,0.0001819087664890904
"Genola","0101000020E6100000411A03E4388757C03EF336049AFB4640",0,0,0.0021160292898786182
"Iron Junction","0101000020E61000001C8D218EF52657C0B37983599DB54740",0,0,0.0003245802643913173
"Nashwauk","0101000020E610000097C6EABCA84A57C0309A677DB1B04740",0,0,0.00022203117583930872
"Lilydale","0101000020E61000006E62C230584857C0B7C907CA6E744640",38,50,0.0044803728506336675
"Beltrami","0101000020E6100000BE825C09BB2158C0573C986B71C54740",0,0,0.00016439441860410976
"Butterfield","0101000020E61000001CA18485CFB257C0E65071B2ACFA4540",0,0,0.0005141885434686894
"Kennedy","0101000020E6100000383E3D1C493A58C0FAC85DAA6A524840",0,0,0.00020038816547798325
"Moorhead","0101000020E6100000C8380523BD2F58C000984999086F4740",0,0,0.0007551693413411661
"Becker","0101000020E6100000CE6CD37A157857C0D75751580CB14640",3,6,0.00042689842130524453
"Crosslake","0101000020E6100000EEBBAD58008657C0B77EC0E35C564740",0,0,0.00035614684457158
"Albany","0101000020E6100000CD5CB82C54A457C098AFCB7D69D04640",1,0,0.0006642811568128296
"Saint Martin","0101000020E610000017B5D6BEBAAA57C084A860315BC04640",1,0,0.0005111417294637503
"Vernon Center","0101000020E6100000AA55F39BA98A57C0BB677D3242FB4540",1,0,0.00047913948355651027
"Silver Lake","0101000020E6100000906EE210B28C57C0D7B2D86FBC734640",2,1,0.0005016437912001574
"New Richland","0101000020E6100000DC7A2D9D9C5F57C0D8DC560A6AF24540",1,0,0.00042415022166436653
"Rockford","0101000020E6100000CC377110976E57C07CF983862D8B4640",45,38,0.003859309138849088
"Rockford","0101000020E610000001968C5FD66F57C0F1F04AB6D68B4640",45,38,0.003859309138849088
"Trosky","0101000020E61000007873D48C0F1058C0BE6F3BAEB6F14540",0,0,0.00035440009626135647
"Florence","0101000020E61000002B29B9F7500358C0D0E2C8F45C1E4640",0,0,0.00038031201905533663
"Longville","0101000020E61000006750B819958D57C05C5465B16A7E4740",0,0,0.00012487992692890963
"Mendota","0101000020E6100000D0B15937424A57C025737A6490714640",49,55,0.0056159817957194
"Odin","0101000020E61000003815F4A089AF57C038EB905C02EF4540",0,0,0.0009979976043304514
"Centerville","0101000020E6100000A3317D65754357C049004AAEFE944640",21,26,0.003251445823399141
"Bayport","0101000020E610000021FDE6B91B3257C000570B9722824640",28,19,0.0024834505545433248
"Funkley","0101000020E61000007D1B1AB14C9B57C007BC2AA496E44740",0,0,0.00009174570737298177
"Tamarack","0101000020E6100000CB34DC53004857C0F7CECBFA93534740",0,0,0.00012166851144068618
"Cleveland","0101000020E6100000518C6289747557C078EE4CA96B294640",9,4,0.0006930914444487556
"Saint Vincent","0101000020E61000001EE3064E7B4E58C06EA087FF137C4840",0,0,0.00006674662847668949
"Federal Dam","0101000020E6100000F887CA2C058E57C09239C446CF9E4740",0,0,0.0001392367117329905
"Goodridge","0101000020E6100000109F2A6672F357C0294E816B74124840",0,0,0.0000853728936539879
"Sunfish Lake","0101000020E61000003DEABD37084657C0CAD7BFEFA66F4640",36,42,0.003642611928699291
"Clements","0101000020E610000020B2F42081C357C00B9CFA49A6304640",0,0,0.00045927963844332224
"Boy River","0101000020E6100000E8DFE268E48757C0A1CF727A5E954740",0,0,0.000131198384978448
"Sanborn","0101000020E6100000395578D04CC857C01D8D7A80D81A4640",0,0,0.0003753398778568443
"Staples","0101000020E6100000B7F7AF457BB357C0E9693A5861304740",0,0,0.0005507935906685012
"Staples","0101000020E61000000F1AE1CE23B357C0B31A7182F42D4740",0,0,0.0005507935906685012
"New Hope","0101000020E610000003845818C25857C048618970CD844640",61,47,0.0061300838629936094
"Minneiska","0101000020E61000002DF82A65AAF756C0F65E0B0F7E184640",0,0,0.0007710931594811382
"Minneiska","0101000020E6100000B9CEAB482DF856C01E0BD46B82194640",0,0,0.0007710931594811382
"Motley","0101000020E6100000ACF3C43B69A857C045D33C3BA02B4740",0,0,0.0005365234176747665
"Motley","0101000020E61000005EA2A2F038A957C0D7A384E5BC2A4740",0,0,0.0005365234176747665
"Trommald","0101000020E61000006A3320EAFE8057C0F5F82523BA404740",0,0,0.001135700532064248
"Eyota","0101000020E61000000AF29E29DC0E57C00623FD0F81FE4540",0,0,0.0003725421291525564
"Madison","0101000020E6100000DD777B151F0C58C0B1CAB051C3814640",0,0,0.00027942311538649544
"Mendota Heights","0101000020E61000006634F44DFB4857C09C9ED962D6704640",53,60,0.006106867705502633
"Minneapolis","0101000020E6100000340567FF225157C03D300334567B4640",78,30,0.008767143314705104
"Glenville","0101000020E61000007DA82550ED5157C0E0BC44995FC94540",0,0,0.00040393926759624765
"Saint Augusta","0101000020E61000005D9F1F54C58C57C08387CEA88FB94640",1,1,0.0005025699948573631
"South Saint Paul","0101000020E6100000811F2C0BA04257C00E24AEB19F714640",48,39,0.0038642065221469965
"Hermantown","0101000020E61000009816E9D8660F57C024A997B823674740",0,0,0.00022931878535804788
"Oakdale","0101000020E61000009BC03449B33D57C097A7D88F6A7E4640",38,36,0.003764280987273879
"New Munich","0101000020E6100000B42E3CEA28B057C0C322EB30BCD04640",1,5,0.0007607051957626612
"Brooklyn Park","0101000020E6100000F475DB246C5657C0A864FDD33C8E4640",53,38,0.0051158657335633
"Appleton","0101000020E6100000B40CA66C7B0158C030CB04838F994640",0,0,0.0003865642330225606
"Dakota","0101000020E61000001EEB659F1AD756C0F7E76ADEBAF44540",0,0,0.00035396363247031364
"Delano","0101000020E610000053A359CFBF7257C05A395C0BE5844640",10,12,0.0015891688035281437
"Clarkfield","0101000020E61000004849A742B2F357C0A14103172D654640",0,0,0.00039676493302022453
"Gaylord","0101000020E61000003E21D6D9A38D57C0FAB80EDC24474640",2,3,0.0004159573184044898
"Eden Prairie","0101000020E6100000B963E668695D57C0302052D5A56C4640",20,15,0.003034677833918798
"Glenwood","0101000020E61000005FF28B225DD757C092B8263F7BD34640",0,0,0.00023370901422071087
"Big Lake","0101000020E61000003D1779FF976F57C06C3FD1F4BAAB4640",6,5,0.0006451762783403228
"Brooten","0101000020E6100000ED8F49847DC857C0C0738CCBB9C04640",3,6,0.0006427649969877298
"Brooten","0101000020E61000000165DCE569C757C0BA14444206C04640",3,6,0.0006427649969877298
"Braham","0101000020E610000024A0A05AF74A57C0EC7123565EDC4640",3,4,0.0007371613081992398
"Braham","0101000020E61000003B42510D324B57C0D7A7C979B9DD4640",3,4,0.0007371613081992398
"Luverne","0101000020E6100000FA63195DB50D58C0FAD5ECD9A6D34540",0,0,0.0003075129793759465
"Taconite","0101000020E610000073E01E670C5857C0513CEF616FAA4740",0,0,0.00047619012777541886
"Cold Spring","0101000020E6100000E4659A4C759B57C05D57D3DEA1BA4640",0,0,0.0005700085139484893
"Worthington","0101000020E6100000750B5F9C5BE657C0E393759560D04540",0,0,0.00023342059827008752
"Rogers","0101000020E61000002C915FB7036557C011251683E0974640",16,22,0.0021080692191758786
"Boyd","0101000020E6100000743F9C44ABF957C06E8B643CF66C4640",0,0,0.00034559619906824083
"Belgrade","0101000020E6100000A208E97EFCBF57C027CB58B0AFB94640",0,0,0.00040108515120369114
"Westport","0101000020E6100000F2086C05C1CA57C09131D88A76DB4640",0,0,0.00041369814003430397
"Verndale","0101000020E610000097E3A847C7C057C0E3733929CC324740",0,0,0.00040266287813069167
"Whalan","0101000020E6100000C0840B5221FB56C0802504E0F3DD4540",0,0,0.0007369924184310195
"Dent","0101000020E610000050823E74FDED57C04705B7AFBC464740",0,0,0.00026560225138166075
"Littlefork","0101000020E61000000078FF94B56357C0D6CBDB58BD324840",0,0,0.000024233406614009552
"Sargeant","0101000020E6100000AE5AD4563E3357C055D1BD3D20E74540",0,0,0.00042421546005748584
"Silver Bay","0101000020E610000064E5A2DDC2D156C0A9E6304E89A54740",0,0,0.00023125073071341334
"Wanda","0101000020E610000010A73773A2CD57C02912833C4F284640",0,0,0.0005050642679712392
"Ortonville","0101000020E61000005C936223441C58C0140677149EA64640",0,0,0.00023832491845263132
"Tonka Bay","0101000020E61000008D8F1A05BC6557C0B1D0F2CA25754640",146,157,0.01635134962549461
"Upsala","0101000020E6100000B7AB9BA24FA457C0CDF79E20AEE74640",2,3,0.0006224683487084235
"Russell","0101000020E61000003880A6BFA2FC57C0360A9576F1284640",0,0,0.00032347450084295486
"Montevideo","0101000020E6100000AFFC8F59C7ED57C05E9E9DA1A7794640",0,0,0.00038801745909408945
"Revere","0101000020E61000005AEE135D1DD757C0D2CCAC0A5C1C4640",0,0,0.000520389425833299
"Stephen","0101000020E6100000B102CE9C1B3858C0B6B7A986E5394840",0,0,0.00014701454097435114
"Kinney","0101000020E610000004D41DF93F2E57C0238FC99C23C24740",0,0,0.0003736658512033987
"Wolf Lake","0101000020E6100000C45D141E91D657C04FD8DF2440674740",0,0,0.0000911780556542796
"Correll","0101000020E61000001F59374A670A58C0FBBA8D55AE9D4640",1,0,0.00039550814373950905
"Jeffers","0101000020E61000002037192180CC57C0A5EB42DB27074640",0,0,0.00031014677917913123
"Erskine","0101000020E61000004D224D96E80058C06493C77228D54740",0,0,0.0002335107261294482
"Ashby","0101000020E61000003F9DBA2D31F457C02B6E632AEB0B4740",0,0,0.0003004141478479511
"Bigfork","0101000020E6100000006D24E1B86957C0D162423F9FDF4740",0,0,0.00007462300795409647
"Center City","0101000020E61000006DE492121A3457C04A60B5907AB24640",15,17,0.001451760010655648
"Duluth","0101000020E61000007A48FA95EC0857C0AE5E66AC4A634740",0,0,0.00037126169940042327
"Bovey","0101000020E61000005D172ED0D75957C05944C0E5E3A54740",0,0,0.0005562650390601037
"Warren","0101000020E6100000BBBCFF3E413158C0B4F1E3FB17194840",0,0,0.0001294381984613719
"Cannon Falls","0101000020E6100000B5417AD5CE3957C0604FB4039D414640",3,1,0.000549466737438919
"Morris","0101000020E6100000ADAC00CDE4F957C0344F206CF7CA4640",0,0,0.0003200404390653499
"Strathcona","0101000020E6100000F8AF2007B30A58C04F885082E0464840",0,0,0.00010344947268906544
"Deerwood","0101000020E610000086E361B9997957C02C1866117D3C4740",0,0,0.0006918079502475758
"Falcon Heights","0101000020E6100000E2599749554B57C0733F0598B67E4640",46,50,0.005062052436895799
"Erhard","0101000020E6100000DD5995DB2C0658C05CB1D40DE63D4740",0,0,0.00022208172111477017
"Lauderdale","0101000020E6100000E0E861E3F84C57C0B097CE34427F4640",49,53,0.005398373724665691
"Denham","0101000020E610000052A4349F413C57C0AD9C33084C2E4740",0,0,0.00030552749494642026
"Wood Lake","0101000020E6100000ACA17B3B4BE257C09083AE475E534640",0,0,0.0004959896116051222
"Emily","0101000020E6100000C5A2E469DB7D57C0CCF6191F4D614740",0,0,0.00021311270304126868
"Kettle River","0101000020E6100000714F16582A3857C0F4547E813D3E4740",0,0,0.0002778494802817987
"Ihlen","0101000020E610000021519559AF1758C0A80FC8919EF44540",0,0,0.0003538429680104614
"Vesta","0101000020E610000058FFD15DA9DA57C0B545F446FE404640",0,0,0.0006146463688324634
"Pemberton","0101000020E61000006E59382D287257C02C5AD5F311014640",2,3,0.0005382294098411689
"Starbuck","0101000020E61000009EBD5F9415E257C04730E08452CE4640",0,0,0.00040766211947249807
"Conger","0101000020E61000001E9540C1C36157C0090C9758C0CE4540",0,0,0.0005096404657571841
"Leonard","0101000020E6100000B7061A2E32D157C01A59B1D3ABD34740",0,0,0.0001315061404714102
"Paynesville","0101000020E6100000AB52C4DE2FAE57C0EF98E92170B04640",2,2,0.0005244495505064494
"Kerrick","0101000020E6100000775144E8652557C00E2AA9EF552B4740",0,0,0.00021182206248047497
"Walters","0101000020E610000020D923A6186B57C0B131FC1567CD4540",0,0,0.00041353357168163573
"Climax","0101000020E6100000AC0A585D023458C0D12C8E33F0CD4740",0,0,0.0002060652655587863
"Maynard","0101000020E61000003EBC4964FFDD57C06FA7868FED734640",0,0,0.00042090627160303056
"Richmond","0101000020E6100000D013A6DEE3A057C031C30CAD39BA4640",0,0,0.0006274745393599725
"Shelly","0101000020E610000057005FCF733458C061D6BE92A3BA4740",0,0,0.0002488359218413295
"Dundas","0101000020E61000003A8C7B20124D57C0B8F312F8BF364640",12,8,0.0010171909735644568
"Willow River","0101000020E61000002A872500643557C0F2E5973605294740",0,0,0.0005021956458893428
"Breezy Point","0101000020E6100000025EBDB0F48D57C00F98F5A2D74D4740",0,0,0.0004288109181798388
"Kimball","0101000020E6100000ABA36F4D409357C09E1CC95B3BA84640",4,2,0.00043574201155511204
"New York Mills","0101000020E6100000516E55FDE5D757C025B8652183424740",0,0,0.00023178352912011006
"Milan","0101000020E610000000A1E5A27DFA57C04DEF0A7E3F8E4640",0,0,0.00030927409896467793
"Bird Island","0101000020E61000005F79B1C527B957C0772F9B530A624640",0,0,0.00039491709302042887
"Vadnais Heights","0101000020E610000045E8CF26C84457C0FFF7FB6D4C874640",53,60,0.005113174235906925
"Dunnell","0101000020E6100000FCA253839CB157C0C08E38AFBDC74540",0,0,0.00028369272046798187
"Avoca","0101000020E6100000DDB44E274FE957C0FC8DA90984F94540",0,0,0.0003404517277604225
"Grygla","0101000020E6100000F9C1C9FFCAE757C020B6AAC992264840",0,0,0.00004454583373228984
"New Auburn","0101000020E6100000D5B69889D98E57C021167CFA1E564640",5,2,0.0004458860663871726
"Greenfield","0101000020E61000009D31168F0E6C57C0F299F8E0C28C4640",20,24,0.002401064993381161
"Lakeland","0101000020E61000004E8E9BB3463157C062280F059E794640",111,118,0.015360293115360387
"Redwood Falls","0101000020E6100000A75F18C54CC557C0E91063CEF0484640",0,0,0.0009666420281218786
"Redwood Falls","0101000020E6100000D3D2FC0378C657C0892E2A7CCA454640",0,0,0.0009666420281218786
"Eagan","0101000020E6100000F73BFA5B7D4A57C0396330D591684640",22,20,0.0025940628560228145
"Crookston","0101000020E6100000505D55D0CF2658C0DA94D27F29E34740",0,0,0.00016386424142093948
"Minnetonka Beach","0101000020E6100000F2371032B46557C0155529843E784640",63,47,0.00638842546546867
"Dellwood","0101000020E610000063C039CBE53D57C045A6EC5C9E8C4640",21,28,0.0034211170214782753
"Lakeland Shores","0101000020E6100000608B6634B93057C0D6C32E5F55794640",114,113,0.01582070123680705
"Cottage Grove","0101000020E610000098F47577523B57C04F2BACE775684640",15,16,0.0016838021765335836
"Minnetrista","0101000020E6100000CBC4FED8646D57C07CA1989CBC774640",26,21,0.002626313851983068
"Hokah","0101000020E6100000D4BC2D2956D656C02507FB213CE14540",0,0,0.00041273770400499643
"Marine on Saint Croix","0101000020E610000071357A5CEA3157C087BE3F0955994640",9,9,0.0006954074676049288
"Brownsville","0101000020E6100000069A4EE710D256C08DF8200282D94540",0,0,0.00025446608028753564
"Big Falls","0101000020E610000062FBA699CA7357C0CB514DA3FD164840",0,0,0.000019820654880003704
"Edina","0101000020E61000007291D69E0D5757C0273E9D3919724640",34,27,0.0032539784491610445
"Independence","0101000020E6100000DE7BDD5E4A6D57C00BB4C858CC824640",13,23,0.002219477538581484
"Alexandria","0101000020E61000008801252DEAD757C042CC9FF7F1F04640",0,0,0.00023953331078783646
"Wayzata","0101000020E610000039D07ABFDD6057C006E1804D417C4640",55,49,0.004815295838443144
"Carlton","0101000020E610000008C444DC161A57C00FD976ADDE544740",0,0,0.0005228709611322158
"Little Falls","0101000020E61000005AA0A447F69657C0FC27472E2EFE4640",1,1,0.0004228082190695739
"Austin","0101000020E61000000811E752933E57C00EF7ECA807D64540",0,0,0.0020384540184233842
"Farmington","0101000020E61000002A9DD9E0AA4A57C0EB882F7111544640",7,6,0.0011520859408421325
"Oak Park Heights","0101000020E6100000E8A2D988D03357C0715C774327844640",23,32,0.0029041608642907156
"Willmar","0101000020E6100000C908699FA6C357C0E83F5D33938F4640",0,0,0.00048315688157957377
"Hamburg","0101000020E610000090BAA78EB87D57C068FB9BACCD5D4640",3,6,0.0009400036623962088
"Holland","0101000020E61000002C4A4D79720C58C080FDAD357B0B4640",0,0,0.00022570136735056742
"Lynd","0101000020E6100000126832926BF857C0417EACDACA324640",0,0,0.0003949103360747495
"Delavan","0101000020E6100000F63CC2E91C8157C05046955B43E24540",2,2,0.0004006257923452819
"Wolverton","0101000020E6100000ED5270601D2F58C04E39D5BF11484740",0,0,0.00017429567513453246
"Park Rapids","0101000020E6100000539E6ABBACC357C0852A41B452754740",0,0,0.00010635725487350152
"Aldrich","0101000020E6100000B81A73E420BC57C0FDFF15D8F52F4740",0,0,0.00040249791071167993
"Scanlon","0101000020E610000056DA70E7821B57C05F6ABCB26F5A4740",0,0,0.0005253657081003288
"Porter","0101000020E610000052B7F98CBE0A58C05B33617546524640",0,0,0.0002925317387115257
"Tintah","0101000020E610000055DA4B497C1458C0D0C1654262014740",0,0,0.0007274927468040597
"Randolph","0101000020E61000000ED38122454157C0BBA3F8FE54434640",5,7,0.000720091431721248
"Cass Lake","0101000020E61000008C765BCC5BA657C0FEDB7A6B8CB04740",0,0,0.00008322366824606692
"Palisade","0101000020E6100000282DAAE7505F57C00D2C9D5B2E5B4740",0,0,0.00009914171711359411
"Mapleview","0101000020E6100000D1C47064573E57C077AD128950D84540",0,0,0.0017148778950995098
"Lancaster","0101000020E610000033723BA9523358C08D80BD14CB6D4840",0,0,0.0001145663638693542
"Balaton","0101000020E6100000410D0470BAF757C04034D1A1D41D4640",0,0,0.0003283358977894134
"Holloway","0101000020E6100000A52F714024FA57C089D153353E9F4640",0,0,0.00032242036567910177
"Pipestone","0101000020E6100000CF0159FBF51358C0931E29E07AFF4540",0,0,0.00022449315297345767
"Jasper","0101000020E61000003EA04BBD6D1958C0DE9F27E328ED4540",0,0,0.0004903297294583466
"Jasper","0101000020E610000089008941C11958C00A79FC5A3AEC4540",0,0,0.0004903297294583466
"Biscay","0101000020E6100000B6C5936F889157C0137FC255C5694640",0,0,0.00047960677980138334
"Lamberton","0101000020E6100000864F9E221DD157C098552252851D4640",0,0,0.0004832923871563548
"Elysian","0101000020E6100000CF73571C4A6B57C0939B494F791A4640",4,14,0.0011449597759943578
"Elysian","0101000020E6100000D1E0807C586B57C099879F8BF5184640",4,14,0.0011449597759943578
"Elgin","0101000020E6100000BE2C432DD80F57C0A4B6F29218104640",1,0,0.00042206475931914265
"Rose Creek","0101000020E6100000B62174940E3557C0DCAA21CC5FCD4540",0,0,0.0003865806776754588
"New Germany","0101000020E61000008C2EA212447E57C0AA6364976B714640",5,8,0.0009804557738073674
"Hewitt","0101000020E6100000777129B6C8C557C0419AB23B98294740",0,0,0.0003499764138926137
"Spring Park","0101000020E6100000DF899CBE7E6857C0A2E838AECF774640",40,40,0.005356920219772164
"Elk River","0101000020E61000009FADCDD9486457C01F033A7B69AA4640",10,7,0.0011382800440044086
"Birchwood Village","0101000020E6100000BE575DAE913E57C0AC1F2B2BA5874640",221,237,0.027499086264120887
"Hancock","0101000020E61000008F569CB1E0F257C062824DCCB6BF4640",0,0,0.0002774774151365265
"Alden","0101000020E61000007033E210B36457C0AF10F393B2D54540",2,0,0.0005209705355485446
"Hardwick","0101000020E6100000E95392E3A20C58C029123C2118E34540",0,0,0.00028788791122300695
"Hatfield","0101000020E610000048E03733590C58C08739B28B1CFA4540",0,0,0.00031655080033900055
"Dumont","0101000020E6100000B190F00D141B58C075109201D3DB4640",0,0,0.00023979937646045074
"Effie","0101000020E61000000B6D124BD46857C05D2D46DAAEEB4740",0,0,0.00006188747807495403
"Virginia","0101000020E6100000B63F3CF4D02057C024B7284329C24740",0,0,0.00048580604115996875
"Tenstrike","0101000020E6100000C304CCD6CBAB57C023447ABF85D44740",0,0,0.00013126904023239214
"Newport","0101000020E6100000DA35E469D73F57C0795D16C8EA6F4640",22,26,0.0029929152094262347
"Freeport","0101000020E61000006E85F3EB14AC57C012804E63D0D44640",2,1,0.0007508093203407085
"Atwater","0101000020E61000000B88B937B5B157C03F34D2B35F914640",0,0,0.00041727787653897733
"Gonvick","0101000020E6100000BD8C8677CDE057C0489E39C0A1DE4740",0,0,0.0002457732073067129
"Shevlin","0101000020E61000000FA597209CD057C046EBF50ADCC34740",0,0,0.00017720746595927203
"Kenneth","0101000020E6100000A4D70C78A40458C05DFDD65B8DE04540",0,0,0.0003177230449998652
"Kinbrae","0101000020E6100000305D8A17DEDE57C0B350AB84CCE94540",0,0,0.000998505923841534
"La Salle","0101000020E610000074F0B31F90A457C04E0425AB17094640",0,0,0.00042974876372730615
"New London","0101000020E61000001CA74DFFB3BC57C02AB3F6AF14A64640",2,2,0.00040906397936340356
"Fridley","0101000020E6100000C43638FC955057C04B1DC59DBC8A4640",61,48,0.006461810900680619
"Dayton","0101000020E61000008D423F6D715E57C06E915F2864984640",34,31,0.0037120314811572917
"Dayton","0101000020E6100000FA0A35DF206157C0CBAC6EA4C19E4640",34,31,0.0037120314811572917
"Fisher","0101000020E61000008A50B7972A3358C0E2D9038E4BE64740",0,0,0.00011347719296004098
"Ogema","0101000020E610000021106CDB31FB57C03B0713452D8D4740",0,0,0.00015660058344791486
"Hector","0101000020E6100000A1B7EB4292AD57C0B65E1BADE15E4640",0,0,0.0003927490539784496
"Mounds View","0101000020E61000002F54280A4C4D57C0652A31CAB68D4640",94,85,0.009969882776883765
"Remer","0101000020E6100000BC7AFA7A677A57C009C920DE47874740",0,0,0.0001055788625707088
"Wanamingo","0101000020E61000000C79BAB8623257C0F8F39E68BF264640",2,0,0.00043033518115062397
"Otsego","0101000020E6100000661663EBAC6757C0DC6B31F30BA24640",10,5,0.0017005973844878783
"Le Roy","0101000020E61000001873B68B842057C0A8D8C6CCB6C14540",0,0,0.0002439233786301932
"Lowry","0101000020E6100000E64F4F8639E157C0A458D2283CDA4640",0,0,0.00017907133637578174
"Mentor","0101000020E6100000327D3F8D380958C039F18D5F36D94740",0,0,0.00016942352510077727
